refdes,pin,voltage,current,rpin
VCOMP0,VCOMP0-0,11.9995,0.0001,5
VCOMP0,VCOMP0-1,0.0005,-0.0001,5
VCOMP1,VCOMP1-0,11.9995,-0.0001,1000
VCOMP1,VCOMP1-1,0.0005,0.0001,1000
